	GSM461182_untreat_single	GSM461178_untreat_paired	GSM461177_untreat_paired	GSM461176_untreat_single	GSM461181_treat_paired	GSM461180_treat_paired	GSM461179_treat_single	GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
FBgn0002868	214.167523901353	138.284387431005	113.556027499987	206.396586888348	35.7154173636747	29.8841242910949	44.5767416632999	FBgn0002868	111.797258434109	-2.0837123366913	0.242654934690087	-8.58714181664001	8.91595541631389e-18	1.15122284039599e-15	chr3R	9783406	9784370	-	protein_coding	MtnA
FBgn0085334	29.1667834106901	88.137301879102	49.7779846575285	100.192517906965	22.1681900877981	25.4015056474307	35.6613933306399	FBgn0085334	50.0722395600221	-1.23851850405702	0.42909483163548	-2.88635148397487	0.00389736638530691	0.037840759370696	chr3R	4242784	4243146	-	protein_coding	CG34305
FBgn0039479	74.1669635300405	104.85299706307	110.444903458891	92.1771164744079	290.649603373353	298.841242910949	238.61667596237	FBgn0039479	172.821357539012	1.47842954914187	0.184051783540316	8.03268254565991	9.53641931796565e-16	9.82137660949058e-14	chr3R	27075869	27082818	+	protein_coding	CG14257
FBgn0037754	410.001641087415	270.490340249658	290.890097842432	361.194027054609	62.809871915428	76.204516942292	57.1631157799963	FBgn0037754	218.39337298169	-2.34099562944303	0.205456006627838	-11.3941454809033	4.4719588848143e-30	1.54747665250114e-27	chr3R	9784652	9789323	+	protein_coding	CG8500
FBgn0039257	760.836378684573	653.431720827825	714.002967431425	823.081534605718	357.154173636747	325.736954772934	342.978694679978	FBgn0039257	568.174632091314	-1.09000017813242	0.126193856482364	-8.63750588591256	5.74534990764648e-18	7.76609719547652e-16	chr3R	24984383	25022867	+	protein_coding	tnc
FBgn0038528	96.6670535897157	95.7353451445418	94.8892832534137	81.1559395046418	247.544789313746	200.223632750336	274.27806929301	FBgn0038528	155.784873264201	1.41797656137286	0.202605398694017	6.99871064894152	2.58328742516897e-12	1.9777008420475e-10	chr3R	17619099	17619688	+	protein_coding	CG14326
FBgn0039464	445.001781180243	624.559156419154	603.558063972533	526.010719011567	1343.63863254376	1329.84353095372	935.587142674435	FBgn0039464	829.742718107917	1.0470270981509	0.115856138039512	9.03730364112275	1.60583836720108e-19	2.39519098528561e-17	chr3R	26949691	26958491	-	protein_coding	CG6330
FBgn0024288	82.5003302188091	103.333388409982	112.000465479439	101.69540567557	3.69469834796635	4.48261864366424	4.19545803889881	FBgn0024288	58.8431949734756	-4.59218641560806	0.472384005797942	-9.72129953437146	2.44639078720753e-22	4.80993788639372e-20	chr3R	31065252	31083407	+	protein_coding	Sox100B
FBgn0037635	226.667573934506	256.813862371866	253.556609349286	240.963005566251	123.156611598878	118.042290949825	119.570554108616	FBgn0037635	191.252929697033	-1.03009815132037	0.172073582248268	-5.98638174356216	2.14560456622023e-09	9.09883583449569e-08	chr3R	8807678	8813579	-	protein_coding	CG9837
FBgn0039419	2405.00962637862	2218.62863350843	2425.12119003397	2478.76289301832	1043.1365002425	996.635545108015	1117.56513511167	FBgn0039419	1812.12278905736	-1.16169067066651	0.0950771432867148	-12.2184010847204	2.47912680676587e-34	1.12878557922798e-31	chr3R	26230247	26234700	+	protein_coding	CG12290
FBgn0039094	20.8334167219215	25.8333471024954	20.222306267121	22.0423539395323	8.62096281192149	7.47103107277373	5.76875480348587	FBgn0039094	15.8274532456073	-1.6829661881909	0.558644492818252	-3.01258888224363	0.002590295692948	0.0273276195606014	chr3R	23602506	23605495	-	protein_coding	CG10184
FBgn0039155	1340.00536355399	1273.43205128772	1154.22701924644	1225.35449400218	65.2730041474056	50.8030112948613	42.4790126438505	FBgn0039155	735.939136596636	-4.61554656525852	0.170915782537854	-27.0048002397689	1.29799959919955e-160	3.74299817755844e-157	chr3R	24141394	24147490	+	protein_coding	Kal1
FBti0019307	0	7.59804326543983	4.6666860616433	1.50288776860448	9.85252892791027	28.3899180765402	23.5994514688058	FBti0019307	10.801359366992	2.9037292873536	0.843007984609513	3.44448610258256	0.000572146047676594	0.00772174018478973	chr3R	5747070	5753203	+	transposable_element	NA
FBgn0039640	77.5003102055479	113.970648981597	107.333779417796	114.21947041394	25.8628884357645	35.8609491493139	32.5147998014658	FBgn0039640	72.4661209150608	-1.72219326470945	0.291969592467441	-5.89853638577621	3.66740099873057e-09	1.48255542243076e-07	chr3R	29138661	29145787	+	protein_coding	CG14516
FBgn0266801	89.167023569824	110.931431675421	188.22300448628	165.317654546492	309.123095113185	309.300686412832	324.099133504933	FBgn0266801	213.737432758424	1.17234849154811	0.231017604901336	5.07471494239065	3.880773331975e-07	1.16977596149532e-05	chr3R	8364327	8477617	-	protein_coding	CG45263
FBgn0051092	62.5002501657645	51.6666942049908	60.6669188013629	60.1155107441791	299.270566185275	307.806480198278	247.53202429503	FBgn0051092	155.651206370697	2.23587137864539	0.204028320490528	10.9586324745009	6.04052265475035e-28	1.80195039607742e-25	chr3R	25698726	25740465	-	protein_coding	LpR2
FBgn0039788	10.0000400265223	13.6764778777917	3.11112404109553	8.51636402209203	23.3997562037869	29.8841242910949	34.0880965660529	FBgn0039788	17.5251404326337	1.7702157165512	0.552617246487243	3.20333056523972	0.00135847950937936	0.0160111801575488	chr3R	30582197	30583697	-	protein_coding	Rpt6R
FBgn0037646	56.6668934836265	66.8627807358705	51.3335466780763	80.1540143255721	12.3156611598878	8.96523728732847	7.34205156807292	FBgn0037646	40.5200264626335	-2.80378124738026	0.421710572620409	-6.64859130744158	2.95911389861892e-11	1.80276720682763e-09	chr3R	8980859	8982793	+	protein_coding	CAHbeta
FBgn0000071	69.1669435167794	118.529474940861	110.444903458891	92.1771164744079	720.466177853439	633.543434971212	510.272583981068	FBgn0000071	322.085805028094	2.60042873862891	0.163550563689657	15.8998457722427	6.35209389901759e-57	5.49519643204012e-54	chr3R	6762592	6765261	+	protein_coding	Ama
FBgn0039178	4.1666833443843	6.07843461235186	4.6666860616433	8.51636402209203	20.9366239718093	41.8377740075329	25.1727482333929	FBgn0039178	15.9107591790295	2.24677929668754	0.602202966133043	3.730933627104	0.000190771482967367	0.00304840290347894	chr3R	24283954	24288617	+	protein_coding	CG6356
FBgn0038832	605.835758273477	414.853162293015	384.223819075298	419.305687440649	77.5886653072934	64.2508672258541	65.0295996029316	FBgn0038832	290.155365602645	-2.70240226178252	0.20022783520251	-13.4966362646298	1.63680376366486e-41	1.11075145505941e-38	chr3R	20842139	20844981	+	protein_coding	CG15695
FBgn0002609	80.8336568810554	48.6274768988149	52.889108698624	53.1020344906915	16.0103595078542	17.9304745746569	25.1727482333929	FBgn0002609	42.0808370407271	-1.49533467069923	0.364839735539617	-4.0986069362416	4.15644196742013e-05	0.000819074702964728	chr3R	26021822	26023127	+	protein_coding	E(spl)m3-HLH
FBgn0259821	137.500550364682	97.2549537976298	119.778275582178	131.252198458124	205.671541370127	236.08458189965	293.682062722917	FBgn0259821	174.460594885044	1.07352298594515	0.183029521664784	5.86529963134193	4.48322359882148e-09	1.79557256265762e-07	chr3R	4077938	4104326	+	protein_coding	CG42402
FBgn0263041	221.667553921245	173.235386452028	118.22271356163	108.708881929057	45.567946291585	47.8145988657519	51.9187932313728	FBgn0263041	109.590839178953	-1.65135756639962	0.28864334369118	-5.72110046011112	1.058362917131e-08	3.96359203294385e-07	chr3R	15637167	15638181	+	protein_coding	CG43336
FBgn0038545	72.5002901922868	54.7059115111668	40.4446125342419	64.6241740499925	104.683119859047	106.088641233387	137.401250773936	FBgn0038545	82.9211428791511	1.0791147554177	0.24893504364865	4.33492504551015	1.45809796303849e-05	0.000329347401520783	chr3R	17795074	17796317	+	protein_coding	pasi1
FBgn0039485	35.833476761705	37.9902163271991	28.0001163698598	37.0712316255771	83.7464958872373	101.606022589723	97.019967149535	FBgn0039485	60.1810752444052	1.44973358562624	0.289869228462268	5.00133661415858	5.69342055094287e-07	1.65837647091605e-05	chr3R	27101229	27102917	+	protein_coding	CG17189
FBgn0024491	514.168724697022	632.157199684594	561.557889417744	693.833186505733	1178.60877300127	1160.99822870904	1353.03521754487	FBgn0024491	870.622745651466	1.05084866084701	0.131369448947037	7.99918603046488	1.25244374056503e-15	1.27469303525036e-13	chr3R	16186155	16189564	-	protein_coding	Bin1
FBgn0051337	990.837299294586	1423.87330794342	1137.11583702042	1252.9074364266	699.529553881629	573.775186389022	547.507274076295	FBgn0051337	946.506556433139	-1.01893142150047	0.135416172361992	-7.52444411718183	5.29450918182359e-14	4.92503214322106e-12	chr3R	13543965	13545400	-	protein_coding	CG31337
FBgn0052185	14.1667233709066	9.11765191852779	14.0000581849299	17.0327280441841	35.7154173636747	34.3667429347591	34.6125288209152	FBgn0052185	22.7159786625568	1.37875158451196	0.457235491455334	3.0154080561934	0.00256633733749603	0.0271079173463714	chr3L	17494879	17495300	+	protein_coding	edin
FBgn0004396	1312.50525348105	1265.83400802228	1728.22940482857	2178.68630188696	3093.69408336383	3025.76758447336	4129.37957478616	FBgn0004396	2390.58517297746	1.11710576739276	0.158901293813853	7.03018673152784	2.06257314770011e-12	1.60750633340123e-10	chr3L	15535394	15553214	+	protein_coding	CrebA
FBgn0002945	42.5001701127198	65.3431720827825	99.555969315057	84.6626776313855	32.0207190157084	28.3899180765402	43.0034448987128	FBgn0002945	56.4965815904152	-1.04828338810162	0.356938030165108	-2.93687783175336	0.00331534682052226	0.0329667417751013	chr3L	19003740	19045449	-	protein_coding	nkd
FBgn0023479	3509.18071264046	4171.32575272646	4686.90836791042	4842.80535303316	1391.66971106733	1582.36438121348	1505.64500370981	FBgn0023479	3098.55704032873	-1.53325671604594	0.123781780062788	-12.3867722314884	3.08200385826525e-35	1.48124529876959e-32	chr3L	9074642	9092131	+	protein_coding	teq
FBgn0052407	324.167964193098	270.490340249658	255.112171369834	307.090067384848	61.5783057994392	50.8030112948613	80.7625672488022	FBgn0052407	192.857775362934	-2.09536038987131	0.189386400999919	-11.0639432335599	1.87661781232658e-28	5.79807881944186e-26	chr3L	5922054	5923567	+	protein_coding	CG32407
FBgn0035539	16.6667333775372	6.07843461235186	4.6666860616433	15.5298402755796	48.0310785235626	29.8841242910949	25.6971804882552	FBgn0035539	20.9362968042892	1.81512902446958	0.553819861074163	3.27747188580244	0.00104741160642649	0.0127982454903892	chr3L	4384441	4403181	+	protein_coding	slow
FBgn0063667	3.33334667550744	6.07843461235186	1.55556202054777	3.50673812674378	29.5575867837308	23.9072994328759	21.5017224493564	FBgn0063667	12.7772414430163	2.72645547209658	0.669968969393512	4.06952500287393	4.71090841098485e-05	0.000905645970298443	chr3L	1201870	1203036	-	protein_coding	CG32335
FBgn0035267	33.3334667550744	13.6764778777917	29.5556783904076	23.5452417081368	46.7995124075738	56.7798361530803	50.8699287216481	FBgn0035267	36.3657345733875	1.07036940923398	0.383834989450427	2.78861864773333	0.00529333542612363	0.0481054530654177	chr3L	1746906	1752390	+	protein_coding	CG13921
FBgn0035523	17.5000700464141	30.3921730617593	15.5556202054777	40.077007162786	49.2626446395514	94.134991516949	87.5801865620127	FBgn0035523	47.78609902785	1.60767692401369	0.396685105315988	4.05277864600703	5.06128859401201e-05	0.000964431886052817	chr3L	4277961	4281585	+	protein_coding	Ctl1
FBgn0035189	31.6667934173207	45.588259592639	73.111414965745	61.1174359232487	405.18525216031	499.064875661285	339.307668895942	FBgn0035189	207.86310008807	2.8875858243764	0.230093556805704	12.5496161842321	3.99441446629396e-36	2.3037119698606e-33	chr3L	1203315	1204795	-	protein_coding	CG9119
FBgn0035710	1.66667333775372	7.59804326543983	6.22224808219107	10.0192517906965	30.7891528997196	31.3783305056497	33.0392320563282	FBgn0035710	17.2447045625398	2.28566576566963	0.60063772785769	3.80539826198059	0.000141576200248257	0.00243415089445833	chr3L	6689326	6703521	-	protein_coding	SP1173
FBgn0035727	35.0001400928281	31.9117817148473	35.7779264725986	37.5721942151119	114.535648786957	125.513322022599	94.3978058752233	FBgn0035727	67.8155455971664	1.6148762354054	0.277925593363484	5.81046249056087	6.23004907752033e-09	2.41686791792055e-07	chr3L	6971578	6972467	-	protein_coding	CG10063
FBgn0036373	3082.5123381755	4985.83599078161	6069.80300417738	5011.62974570639	2761.17123204685	2714.97269184597	1843.90380809603	FBgn0036373	3781.40411583282	-1.06208419085813	0.145866932786085	-7.28118546521905	3.30899390154834e-13	2.86261062422947e-11	chr3L	13486796	13502492	+	protein_coding	Tgi
FBgn0263232	234.167603954398	151.960865308797	182.000756404089	195.876372508117	354.69104140477	409.412502788	582.644235152073	FBgn0263232	301.536196788606	1.30809870344457	0.161263417232898	8.11156507712722	4.99718852833595e-16	5.40383474482929e-14	chr3L	13965202	13973067	+	protein_coding	Nxf3
FBgn0263042	48.3335267948579	69.9019980420464	59.1113567808151	68.6318747662711	24.6313223197757	14.9420621455475	29.3682062722917	FBgn0263042	44.9886210173722	-1.36181476827104	0.358610239929314	-3.79747875726991	0.000146175299056507	0.00247430549740999	chr3L	620694	622316	-	protein_coding	CG43337
FBgn0259224	130.00052034479	212.745211432315	228.667617020522	227.937978238346	408.879950508276	403.435677929781	489.819726041436	FBgn0259224	300.212383073638	1.12302322931827	0.200284838566444	5.60713051150752	2.05708544667744e-08	7.32339349761587e-07	chr3L	3472446	3510895	+	protein_coding	CG42324
FBgn0037046	13.3333867020298	10.6372605716158	12.4444961643821	15.5298402755796	22.1681900877981	44.8261864366424	57.1631157799963	FBgn0037046	25.1574965740063	1.75330227033812	0.467814106118052	3.7478610572202	0.000178348998749369	0.00288932057711759	chr3L	21033553	21034203	-	protein_coding	CG10581
FBgn0035344	100.000400265223	104.85299706307	119.778275582178	105.703106391848	34.483851247686	43.3319802220876	29.892638527154	FBgn0035344	76.8633213284638	-1.64691599963446	0.266955400735409	-6.16925522052574	6.8612403423719e-10	3.2259016414054e-08	chr3L	2476258	2478448	-	protein_coding	Cyp4d20
FBgn0037153	57.5002301525033	57.7451288173427	73.111414965745	77.1482387883631	192.12431409425	207.69466382311	252.251914588791	FBgn0037153	131.082272175729	1.74423534186675	0.219027684315184	7.96353825006324	1.671882986488e-15	1.68179764140787e-13	chr3L	22136089	22247702	+	protein_coding	olf413
FBgn0036801	51.6668734703653	44.068650939551	46.666860616433	39.0750819837164	18.4734917398318	23.9072994328759	17.3062644104576	FBgn0036801	34.4520746561759	-1.23058054764809	0.379413034383926	-3.24337973693037	0.00118120665207562	0.0142111358470823	chr3L	18625958	18667177	+	protein_coding	MYPT-75D
FBgn0265706	35.0001400928281	27.3529557555834	60.6669188013629	52.1001093116219	19.7050578558205	7.47103107277373	20.4528579396317	FBgn0265706	31.8212958328032	-1.39984647274391	0.456679302222386	-3.06527242625557	0.00217471808984029	0.023831095409171	chr3L	609178	609620	-	ncRNA	lncRNA:CR44513
FBgn0036985	1949.17446850297	2408.57971514442	2565.12177188327	3357.95223765194	998.800120066904	1059.39220611931	988.554800415533	FBgn0036985	1903.93933139776	-1.33491142481679	0.154902720301455	-8.61774036129851	6.82883089238107e-18	8.95094182575585e-16	chr3L	20413603	20424309	+	protein_coding	zye
FBgn0029002	450.835137862381	1101.71627348877	934.892774349207	1133.17737752778	2533.33150058893	2383.25891221482	2498.91969441911	FBgn0029002	1576.59023863586	1.42841689474171	0.370472101530446	3.85566656393511	0.00011541471412537	0.00206718983829933	chr3L	271199	275018	+	protein_coding	miple2
FBgn0264702	27.5001100729364	54.7059115111668	70.0002909246495	48.5933711848781	100.98842151108	112.065466091606	108.033044501644	FBgn0264702	74.5552308282802	1.08785738812331	0.293579721168916	3.70549227239504	0.000210980562655931	0.00333673281085276	chr3L	15108000	15108935	-	ncRNA	asRNA:CR43971
FBgn0040827	305.001220808931	275.049166208922	304.890156027362	371.714241434841	81.2833636552597	62.7566610112993	95.9711026398104	FBgn0040827	213.809415969489	-1.91634181726435	0.187142503045608	-10.2400138187599	1.3121762722078e-24	2.98727287654465e-22	chr3L	9096876	9097494	+	protein_coding	CG13315
FBgn0001225	238.334287298782	287.206035433625	241.112113184904	210.404287604627	737.708103477282	597.682485821898	547.507274076295	FBgn0001225	408.564940985345	1.31833274448557	0.145178311376603	9.08078301769	1.07796528240614e-19	1.72694030705472e-17	chr3L	9376417	9377427	-	protein_coding	Hsp26
FBgn0000567	303.334547471177	303.921730617593	401.335001301324	344.66226159996	124.388177714867	140.455384168146	159.427405478155	FBgn0000567	253.932072621603	-1.2408903328531	0.178380729337892	-6.95641472853599	3.49041358070443e-12	2.55894643107407e-10	chr3L	17558671	17619325	-	protein_coding	Eip74EF
FBgn0001224	311.667914159946	402.696293068311	292.44565986298	311.097768101127	1049.29433082244	862.156985798088	853.251278661046	FBgn0001224	583.230032924849	1.45752703261712	0.140513945961785	10.3728282814969	3.29621738179185e-25	8.38693428525921e-23	chr3L	9381881	9382765	+	protein_coding	Hsp23
FBgn0036862	103.333746940731	180.833429717468	250.44548530819	253.988032894157	413.806214972231	369.068934995022	465.171410062906	FBgn0036862	290.949607841529	1.07670857608342	0.247346950626289	4.35302951322896	1.34269066505344e-05	0.000306480658136604	chr3L	19281363	19292766	-	protein_coding	Gbs-76A
FBgn0010223	85.0003402254397	71.4216066951344	70.0002909246495	84.1617150418507	29.5575867837308	32.8725367202044	28.319341762567	FBgn0010223	57.3333454505109	-1.36474334258413	0.299117483354716	-4.5625662775643	5.05321342652501e-06	0.000126711157544545	chr3L	16662556	16667934	-	protein_coding	Galphaf
FBgn0000116	405.834957743031	382.941380578167	455.779672020495	347.167074547634	1066.53625644629	1192.37655921469	651.869292793903	FBgn0000116	643.215027620601	1.17099302712393	0.153519408199596	7.62765464547311	2.3906295132408e-14	2.27267427681826e-12	chr3L	9048780	9066027	-	protein_coding	Argk
FBgn0001226	469.168544577672	764.363152503247	577.113509623221	599.652219673186	2133.07251289257	1912.58395463007	1862.78336927107	FBgn0001226	1188.39103759586	1.6783274024138	0.134070172130468	12.5182758830247	5.93094889637058e-36	3.20678993140637e-33	chr3L	9384062	9385694	+	protein_coding	Hsp27
FBgn0020248	15.0000600397835	13.6764778777917	17.1111822260254	15.5298402755796	68.9677024953719	61.2624547967446	59.7852770543081	FBgn0020248	35.9047135379435	2.02689567282313	0.37570509815351	5.39491128223913	6.85574183201231e-08	2.2987993251449e-06	chr3L	1475437	1489547	-	protein_coding	stet
FBgn0036821	237.500950629905	645.833677562385	746.669769862928	712.368802318522	178.577086818374	162.868477386467	190.368908515034	FBgn0036821	410.598239013373	-1.73440754217278	0.457544373120505	-3.79068707663023	0.000150231129689826	0.00252102196471765	chr3L	18878249	18890483	-	protein_coding	CG3961
FBgn0035932	16.6667333775372	22.7941297963195	7.77781010273883	20.5394661709278	43.1048140596074	55.2856299385256	44.5767416632999	FBgn0035932	30.1064750155652	1.47799807797939	0.426556121265389	3.46495573336252	0.000530318762671201	0.00725915762004518	chr3L	8808543	8809307	+	protein_coding	CG13308
FBgn0016715	179.167383808525	221.862863350843	192.889690547923	244.469743692995	40.6416818276299	46.3203926511971	43.5278771535752	FBgn0016715	138.411376147527	-2.27246531806097	0.230435888738427	-9.86159460881763	6.10716671057798e-23	1.28861217593195e-20	chr3L	605164	606569	-	protein_coding	Reg-2
FBgn0035969	4.1666833443843	10.6372605716158	3.11112404109553	4.0077007162786	24.6313223197757	19.4246807892117	19.9284256847694	FBgn0035969	12.2724567810187	1.95997149941732	0.648762516099802	3.02109238862962	0.00251864497178927	0.0266366719449254	chr3L	9211879	9215256	+	protein_coding	CG4476
FBgn0029167	5504.18869793166	5382.45384923757	5853.57988332124	5290.16494548776	1121.95673166578	1293.98258180441	1200.42543137992	FBgn0029167	3663.82173154691	-2.19807643925039	0.0950785197800491	-23.1185387018575	3.01420639838627e-118	5.21517991048793e-115	chr3L	13846053	13860001	+	protein_coding	Hml
FBgn0035968	190.000760503924	218.823646044667	185.111880445184	183.352307769746	445.82693398794	373.551553638686	423.216829673918	FBgn0035968	288.554844580581	1.09350765849906	0.155132057565125	7.04888258211878	1.80360260575486e-12	1.43146478370507e-10	chr3L	9203064	9208853	-	protein_coding	Slc45-1
FBgn0087007	53.333546808119	101.813779756894	98.0004072945093	101.69540567557	189.661181862273	195.741014106672	180.404695672649	FBgn0087007	131.521433025241	1.05743619491389	0.238500936574295	4.43367732681624	9.26392443584376e-06	0.000220777438827781	chr3L	14412827	14536276	-	protein_coding	bbg
